Date,"Electric power sector net generation from biomass, United States, Monthly (billion kilowatthours)","Electric power sector net generation from coal, United States, Monthly (billion kilowatthours)","Net energy for electricity load, United States, Monthly (billion kilowatthours)","Electric power sector net generation from geothermal, United States, Monthly (billion kilowatthours)","Electric power sector net generation from pumped storage hydropower, United States, Monthly (billion kilowatthours)","Electric power sector net generation from conventional hydropower, United States, Monthly (billion kilowatthours)","Electric power sector net generation from natural gas, United States, Monthly (billion kilowatthours)","Electric power sector net generation from nuclear, United States, Monthly (billion kilowatthours)","Electric power sector net generation from other nonrenewable fuels, United States, Monthly (billion kilowatthours)","Electric power sector net generation from other gases, United States, Monthly (billion kilowatthours)","Electric power sector net generation from petroleum, United States, Monthly (billion kilowatthours)","Electric power sector net generation from renewable energy (all types), United States, Monthly (billion kilowatthours)","Electric power sector net generation from utility-scale solar, United States, Monthly (billion kilowatthours)","Total electric power sector net generation by all energy sources, United States, Monthly (billion kilowatthours)","Electric power sector net generation from wind, United States, Monthly (billion kilowatthours)","Retail Price of Electricity for All Sectors, U.S. Total, Monthly (cents per kilowatt hour)","Electric Power Sector Geothermal Net Summer Capacity, Monthly (megawatts)","Electric Power Sector Conventional Hydroelectric Net Summer Capacity, Monthly (megawatts)","Electric Power Sector Waste Biomass Net Summer Capacity, Monthly (megawatts)","Electric Power Sector Large-Scale Solar Net Summer Capacity, Monthly (megawatts)","Electric Power Sector Wind Net Summer Capacity, Monthly (megawatts)","Electric Power Sector Wood Biomass Net Summer Capacity, Monthly (megawatts)"
4/1/2009,2.055570768,124.8027737,,1.222103957,-0.272198,25.57006637,55.30072085,59.408407,,0.231109979,2.55720637,36.40482638,0.099411282,,7.457674001,9.57,2278.9,78148,3557,539.6,28575.5,1872.6
3/1/2009,2.205531429,134.3137576,,1.30033544,-0.314985,21.62395694,61.83678869,67.240567,,0.239752842,3.076895798,32.30696958,0.07810315,,7.099042621,9.64,2278.9,78140.5,3551.6,539.6,27684.5,1872.6
2/1/2009,2.081004971,139.742743,,1.167778925,-0.413424,17.66209692,56.16392586,64.227211,,0.212652424,2.998895536,26.79347453,0.030442271,,5.852151442,9.78,2218.3,78139.4,3535.2,538.7,27112.4,1872.6
1/1/2009,2.245742257,170.6255127,,1.28880999,-0.50148,23.31649362,59.96860419,74.102489,,0.219737817,5.735915818,32.80904756,0.007189866,,5.95081182,9.68,2218.3,78138.1,3528.9,535.7,26142.4,1872.6
12/1/2008,2.261184511,166.5120921,,1.26101304,-0.497946,20.69568568,58.16627772,72.931328,,0.224003932,4.049689623,30.85246771,0.018685937,,6.615898541,9.53,2228.8,77574.5,3645,534.5,24651.3,1846.1
11/1/2008,2.163895481,153.0161897,,1.233291764,-0.489183,15.54590284,55.48155349,63.408145,,0.171811525,3.104537018,23.96558081,0.028845082,,4.993645641,9.67,2228.8,77574.9,3616.8,515.1,21804,1846.1
10/1/2008,2.08817016,150.4636097,,1.27685526,-0.496943,15.37175283,66.62354805,62.820353,,0.221199109,3.030362262,23.55341714,0.060237955,,4.756400938,9.94,2228.8,77574.9,3612,509.9,21481.5,1846.1
9/1/2008,2.140246343,159.9330767,,1.233686986,-0.517254,16.08054336,73.27023664,67.053867,,0.192971841,3.888300648,22.65851676,0.092588249,,3.11145182,10.27,2228.8,77571.9,3598.8,508.7,20679.9,1846.1
8/1/2008,2.30743492,179.0815036,,1.272714746,-0.647864,21.11117123,92.02528396,72.617066,,0.315726955,3.553727906,28.06099926,0.105272222,,3.264406145,10.59,2228.8,77571.9,3598.8,506.8,20200.6,1846.1
7/1/2008,2.371784128,185.2083072,,1.278754281,-0.79908,25.42854381,92.53420412,74.31827,,0.342352118,3.904348399,33.1983505,0.110867695,,4.008400587,10.65,2228.8,77570.9,3587.4,505.8,19929,1835.6
6/1/2008,2.192094006,169.6000942,,1.260301952,-0.371618,29.04335229,77.68489438,70.319366,,0.324926241,4.676269161,37.76427628,0.128151624,,5.140376404,10.27,2228.8,77570.9,3580.9,505.8,19402.9,1835.6
5/1/2008,2.035498176,153.4726597,,1.258915359,-0.586857,27.04578691,55.66450811,64.825901,,0.312022152,3.154703845,35.77921934,0.098734976,,5.340283923,9.47,2228.8,77570.9,3578.9,505.8,19308.9,1809.6
4/1/2008,2.05589485,145.5866209,,1.218121297,-0.1317,22.05035489,56.76507361,57.332716,,0.28043125,3.141496254,30.64378514,0.094132071,,5.225282032,9.22,2228.8,77592.9,3577.5,504.1,18689.9,1799.1
3/1/2008,2.170335176,159.283729,,1.250800951,-0.552974,21.48468104,55.49944171,64.716468,,0.274090361,2.85592679,29.76242986,0.074592744,,4.782019948,9.03,2228.8,77588.9,3574.1,504.1,18133.7,1799.1
2/1/2008,2.041108979,165.3430036,,1.08668291,-0.451129,18.62674778,53.45981268,65.130385,,0.247145723,3.376784574,25.64212664,0.035838272,,3.851748695,8.9,2228.8,77584.1,3563,504.1,17769.7,1799.1
1/1/2008,2.188733557,181.3366958,,1.208838014,-0.745514,20.61101638,65.19667649,70.73457,,0.293021807,4.145073088,28.29806112,0.016287773,,4.273185396,8.92,2213,77584.1,3541.8,504.1,17296.8,1799.1
12/1/2007,2.179880766,172.3614969,,1.265909324,-0.565382,18.1798676,59.87155098,71.982726,,0.336784217,3.863941296,25.12129115,0.005401572,,3.490231883,8.91,2214.2,77523.3,3539.8,500.5,16515.1,1694.3
11/1/2007,2.106960578,157.9356001,,1.210973035,-0.661727,15.55425661,54.03142366,64.899278,,0.331721701,2.835108887,21.99152835,0.024301706,,3.095036426,8.94,2204.2,77527.3,3527.8,486.8,14995.3,1694.3
10/1/2007,2.09566898,160.6961388,,1.264546245,-0.760235,14.69609597,71.32058651,61.689542,,0.37888107,4.446107109,21.48208417,0.049232686,,3.376540283,9.17,2204.2,77527.3,3527.8,481.6,13500.8,1694.3
9/1/2007,2.125402208,167.8884052,,1.21772635,-0.743432,14.66591874,81.510923,67.578578,,0.321514621,4.650261266,20.9439811,0.068212251,,2.866721548,9.43,2204.2,77527.3,3502.5,476.2,13172.2,1694.3
8/1/2007,2.215547763,188.5161177,,1.254577567,-0.650678,19.86468176,113.3948408,72.75091,,0.340802132,6.815204059,26.1093352,0.075163423,,2.699364687,9.68,2204.2,77527.3,3499,476.2,12972.7,1694.3
7/1/2007,2.186943731,183.4834722,,1.250382425,-0.594694,22.38710095,90.1568909,72.738535,,0.338932349,5.141653139,28.06859247,0.085792931,,2.158372435,9.64,2204.2,77519.5,3470,476.2,12832.3,1694.3
6/1/2007,2.09694452,171.993816,,1.238178055,-0.522707,22.69027324,74.88770722,68.923074,,0.330827821,5.417057587,28.73027055,0.084458283,,2.62041645,9.45,2204.2,77519.5,3471.2,476.2,12515.2,1694.3
5/1/2007,1.957861203,155.9913399,,1.154707877,-0.546955,25.86736862,59.99115352,65.024555,,0.315915593,4.474644987,32.01647009,0.084191763,,2.952340632,8.96,2204.2,77519.5,3464.8,412.2,12257.5,1694.3
4/1/2007,1.808520169,144.7988937,,1.157975149,-0.373845,23.69438964,54.12627396,57.301424,,0.314895683,4.673212968,29.88705244,0.054464342,,3.171703149,8.82,2204.2,77519.5,3404.4,412.2,11710.3,1694.3
3/1/2007,2.020540468,158.2730442,,1.204129672,-0.45817,23.96934766,50.02556364,64.305153,,0.344549408,4.988034912,30.28959817,0.048487946,,3.047092427,8.8,2192.3,77519.5,3406,412.2,11689.3,1694.3
2/1/2007,1.882344767,162.1991732,,1.122489986,-0.446964,18.4199899,51.62642008,65.224794,,0.312291372,8.427406083,23.96386195,0.019244448,,2.519792849,8.74,2185.8,77519.5,3408.1,412.2,11423.3,1694.3
1/1/2007,2.32897684,174.252799,,1.295617307,-0.571563,25.85342335,53.80856971,74.006184,,0.375014953,5.573683073,31.94317378,0.01284165,,2.452314635,8.71,2185.8,77519.5,3404.6,412.2,11423.3,1694.3
12/1/2006,2.09251799,171.8100422,,1.290051957,-0.667323,21.32014826,49.08036623,70.489681,,0.339983197,4.122143381,27.17712107,0.002713279,,2.471689583,8.55,2294.78,77363.87,3338.69,411.1,11350.75,1703.54
11/1/2006,2.025458839,157.8172904,,1.207438437,-0.552544,19.90337513,46.94993428,61.392321,,0.331083012,4.393660834,25.69244753,0.015686478,,2.540488643,8.63,2294.78,77363.87,3326.89,411.1,10410.45,1703.54
10/1/2006,2.000248887,159.6741265,,1.275226754,-0.506995,16.77358083,63.53232564,57.509306,,0.330610043,4.595536884,22.5234698,0.032283456,,2.442129875,8.89,2294.78,77363.87,3326.89,411.1,10400.45,1703.54
9/1/2006,2.005234691,159.8991872,,1.219458362,-0.62894,16.99649119,65.91572183,66.642327,,0.334577841,4.289518433,22.15431824,0.053990222,,1.879143777,9.32,2294.78,77363.87,3319.09,411.1,10000.95,1703.54
8/1/2006,2.185618069,187.5763355,,1.288959012,-0.694881,21.54568703,98.90540271,72.016095,,0.411916887,7.970018004,26.75844416,0.082993164,,1.655186882,9.58,2294.78,77363.87,3313.79,411.1,10000.95,1703.54
7/1/2006,2.135558398,185.9512086,,1.261352429,-0.637767,25.21649804,100.4689825,72.186494,,0.378479703,6.648414304,30.63012901,0.061655906,,1.955064231,9.55,2294.78,77363.87,3312.99,411.1,10000.95,1703.54
6/1/2006,1.9957114,167.906785,,1.199176805,-0.423163,29.57110289,74.18397284,68.391472,,0.374523991,5.427763743,34.8874588,0.069702073,,2.051765633,9.3,2294.78,77363.87,3312.99,411.1,9999.7,1703.54
5/1/2006,1.9302571,155.2900281,,1.095602042,-0.444378,30.62768557,58.63486865,62.775701,,0.414466332,4.075000234,36.18296243,0.070735121,,2.458682596,8.71,2271.28,77363.07,3311.39,411.1,9420.2,1703.54
4/1/2006,1.738707194,139.7299577,,1.129089202,-0.587331,28.36099046,50.0499009,57.567204,,0.343650918,4.348614354,33.75262342,0.052074317,,2.471762246,8.56,2271.28,77363.07,3303.59,411.1,9241.8,1703.54
3/1/2006,2.085725392,159.5889625,,1.261290071,-0.435173,24.40202984,48.45268343,63.720849,,0.348749257,3.622570051,30.14108089,0.033403853,,2.358631735,8.44,2271.28,77363.07,3282.79,411.1,9027.2,1703.54
2/1/2006,1.95669892,157.0150462,,1.110817091,-0.446518,24.46927063,41.29356722,62.615654,,0.302383077,4.525105696,29.47827792,0.019532836,,1.921958439,8.49,2271.28,77363.07,3277.99,411.1,8983.2,1703.54
1/1/2006,2.1171758,167.4781757,,1.229566839,-0.532829,27.06706246,36.9491465,71.911532,,0.343103385,5.68989119,32.80937375,0.012935296,,2.38263335,8.31,2271.28,77363.07,3259.59,411.1,8800.4,1703.54
12/1/2005,2.090524509,176.1348041,,1.25687987,-0.67817506,21.84540847,47.80234952,71.735067,,0.345469235,12.51830725,27.02342015,0.002793421,,1.827813885,8.14,2297.1,77112.83,3211.83,411.1,8719.17,1664.82
11/1/2005,1.956826517,157.0910522,,1.219610365,-0.554209502,19.12436596,43.98755779,62.912709,,0.30469339,6.445689143,23.92324952,0.012755203,,1.60969148,8.17,2297.1,77110.93,3211.03,410.1,7503.17,1664.82
10/1/2005,1.879053674,160.7313949,,1.2472035,-0.611209583,17.78124882,50.86546659,61.235597,,0.311686499,9.728023693,22.39136097,0.037665146,,1.446189824,8.33,2269.1,77110.93,3211.03,410.1,7252.67,1664.82
9/1/2005,1.992532669,169.922065,,1.222659363,-0.680143663,17.14317422,67.09338383,66.738979,,0.290055103,11.85729781,21.88782091,0.061107701,,1.468346958,8.63,2269.1,77108.33,3211.03,410.1,7193.27,1664.82
8/1/2005,2.133127464,185.7299557,,1.253785014,-0.623097095,21.34296326,92.87673993,71.38155,,0.288917135,14.02761734,25.94375274,0.075845479,,1.13803152,8.68,2269.1,77108.33,3211.03,410.1,7008.27,1664.82
7/1/2005,2.148449167,184.2129482,,1.272697352,-0.624662483,25.66207986,88.97682686,71.070011,,0.298773798,12.49099323,30.57649722,0.072329014,,1.420941831,8.57,2269.1,77108.33,3205.03,410.1,7008.27,1664.82
6/1/2005,1.976647097,173.1472144,,1.248056056,-0.414614904,26.48008078,68.53196526,66.144275,,0.300762721,10.35958543,31.59018452,0.088476247,,1.796924345,8.35,2269.1,77108.33,3203.23,410.1,6933.27,1664.82
5/1/2005,1.932144787,152.345331,,1.264308486,-0.466254151,27.00346243,48.41205139,62.970464,,0.327788204,6.322758,32.02749797,0.081152713,,1.746429552,7.82,2269.1,77089.63,3203.23,410.1,6933.27,1664.82
4/1/2005,1.757558212,141.460358,,1.187134481,-0.33753828,22.77114031,45.94259074,55.48401,,0.328152051,6.485738372,27.47159995,0.05826325,,1.697503701,7.62,2269.1,77089.63,3200.83,410.1,6905.62,1664.82
3/1/2005,1.987436515,161.8630218,,1.204252341,-0.496888571,22.63235047,45.46989474,61.53853,,0.378351365,7.872840027,27.42282206,0.038157085,,1.560625649,7.55,2269.1,77089.63,3200.83,410.1,6799.12,1664.82
2/1/2005,1.78135806,154.1682112,,1.063014168,-0.345607634,21.33131691,38.99152967,60.946934,,0.300454882,6.845047421,25.15525246,0.013081541,,0.966481778,7.53,2269.1,77089.63,3200.83,410.1,6682.62,1664.82
1/1/2005,1.965311864,175.2475217,,1.252144205,-0.725387074,23.9221859,44.87856812,69.828239,,0.302051866,11.5279559,28.279878,0.00866754,,1.131568495,7.41,2269.1,77082.83,3200.83,410.1,6580.62,1664.82
12/1/2004,2.01767949,174.9421817,,1.256008568,-0.649768,25.79737878,44.20636244,68.616627,,0.290024147,9.400145191,30.25083328,0.007757764,,1.172008674,7.36,2163.88,77196.86,3173.6,398.1,6463.7,1623.69
11/1/2004,1.860587812,155.7667309,,1.212012881,-0.664846,20.58064897,43.15260155,58.940863,,0.305557281,6.42765852,24.60079423,0.015341566,,0.932202996,7.42,2163.88,77136.86,3173.6,398.1,6139.55,1623.69
10/1/2004,1.893555263,155.9037781,,1.276349102,-0.703186,18.56434318,50.71580064,62.530352,,0.285771693,7.27096459,22.79664135,0.033521088,,1.028872719,7.6,2163.88,77136.86,3173.6,398.1,6137.75,1623.69
9/1/2004,1.879666808,162.5930988,,1.188383331,-0.769637,20.2064607,60.91206592,65.932057,,0.31382436,8.266733461,24.42475775,0.06063169,,1.089615225,7.97,2163.88,77136.86,3173.6,398.1,6137.75,1623.69
8/1/2004,2.003757298,176.3725289,,1.257162707,-0.817999,21.36417428,70.52152756,71.068483,,0.292727342,10.58517967,25.74865913,0.072846,,1.050718845,8.18,2163.88,77136.86,3173.6,398.1,6137.75,1623.69
7/1/2004,2.013684253,179.5999979,,1.27753072,-0.693449,23.11261151,71.76017545,71.97504,,0.325238351,11.54097218,27.65029909,0.082102529,,1.164370085,8.11,2163.88,77136.86,3173.6,398.1,6137.75,1623.69
6/1/2004,1.837325176,165.8421027,,1.22470242,-0.718404,25.05175847,57.73238769,67.734073,,0.308112483,10.32821217,29.59886781,0.087876,,1.397205744,7.93,2163.88,77135.96,3172.2,398.1,6127.75,1623.69
5/1/2004,1.858293751,155.2875383,,1.207536316,-0.688911,23.81074662,54.94833498,64.917412,,0.322218333,9.755292931,28.6600039,0.081775734,,1.701651476,7.46,2163.88,77131.66,3172.2,398.1,6127.75,1623.69
4/1/2004,1.781645284,139.830581,,1.161384156,-0.66889,20.67004618,45.31373512,58.620255,,0.310720549,8.566969894,24.9648343,0.056901889,,1.294856796,7.34,2163.88,77131.66,3172.2,398.1,6124.75,1623.69
3/1/2004,1.907876061,152.5514215,,1.241004139,-0.653318,22.62866485,43.02177093,63.285116,,0.286938501,9.200140781,27.1216985,0.052929448,,1.291224001,7.3,2163.88,77131.66,3168.46,398.1,6124.75,1623.69
2/1/2004,1.831662192,159.7829002,,1.214123453,-0.691561,20.6264883,43.66099616,64.101949,,0.276579799,8.801184381,24.70470464,0.010861727,,1.021568968,7.25,2163.88,77131.66,3168.46,398.1,6124.75,1623.69
1/1/2004,1.912458069,178.7148507,,1.294776747,-0.768241,22.65052658,41.22586169,70.80616,,0.250519854,14.5348525,26.86981617,0.012609566,,0.999445206,7.22,2163.88,77128.16,3168.46,398.1,6119.25,1623.69
12/1/2003,2.061122775,174.4176439,,1.267837431,-0.660749,23.56755318,37.40338671,68.611699,,0.204963058,9.19254076,28.00564577,0.004251,,1.104881386,7.14,2135.25,77901.2,3378.78,397.3,6001.79,1586.33
11/1/2003,1.920922848,156.5361974,,1.151236891,-0.695409,19.36288749,38.9421014,59.60002,,0.209828791,6.080394101,23.41051048,0.014031,,0.961432245,7.19,2135.25,77901.2,3368.08,397.3,5159.82,1586.33
10/1/2003,1.899940911,157.5775682,,1.1954512,-0.61506,18.09299575,45.02238454,60.016207,,0.180905768,8.118787134,22.12098475,0.035436,,0.89716089,7.39,2135.25,77901.2,3365.68,397.3,5105.42,1586.33
9/1/2003,1.941993369,163.243213,,1.20349783,-0.769142,18.14374754,52.1776041,63.583645,,0.204509009,8.222074724,22.24015011,0.055857,,0.895054372,7.61,2135.25,77901.2,3365.68,397.3,4829.32,1586.33
8/1/2003,2.09915558,183.4692563,,1.219446742,-0.805987,22.59695223,75.77288983,69.023878,,0.203356864,11.98496352,26.79297595,0.061992,,0.815429395,7.97,2135.25,77901.2,3365.68,397.3,4621.32,1586.33
7/1/2003,2.110985163,180.0058228,,1.227968747,-0.74514,24.47235121,69.62329864,69.652754,,0.212115769,11.68152496,28.82710792,0.062407,,0.953395801,8.02,2135.25,77901.2,3358.68,397.3,4619.32,1586.33
6/1/2003,1.875033029,160.5588423,,1.222791086,-0.762338,28.21714556,47.55434292,64.180727,,0.204767043,10.5125383,32.45279604,0.090682,,1.047144366,7.78,2135.25,77901.2,3356.54,397.3,4473.52,1586.33
5/1/2003,1.814147716,148.5739966,,1.168695421,-0.596848,29.00285959,42.53634673,62.20196,,0.251206169,7.602584351,33.06004798,0.067962,,1.006383261,7.42,2135.25,77901.2,3353.2,397.3,4473.52,1586.33
4/1/2003,1.869640617,140.3688363,,1.166455212,-0.545625,24.51234029,38.72514347,56.775591,,0.243335536,8.152092897,28.70151133,0.060309,,1.092766211,7.27,2135.25,77901.2,3353.2,397.3,4471.92,1586.33
3/1/2003,1.947939741,153.3229561,,1.212859282,-0.777512,23.83013277,39.95913688,59.933261,,0.228992347,9.746796005,28.07706313,0.05002709,,1.036104251,7.16,2135.25,77901.2,3351.93,397.3,4471.92,1586.33
2/1/2003,1.775423358,155.2832885,,1.13035175,-0.758887,19.47393859,37.04055296,60.941869,,0.237334098,10.31261349,23.14291921,0.01783027,,0.745375249,7.05,2135.25,77901.2,3335.53,397.3,4469.92,1582.93
1/1/2003,2.019005178,179.3562047,,1.257639503,-0.802368,20.23875512,42.54620336,69.211084,,0.265778938,12.09028716,24.16095637,0.01321701,,0.632339562,7,2135.25,77901.2,3335.53,397.3,4467.92,1582.93
12/1/2002,1.910682261,170.2306327,,1.236390579,-0.679519911,21.13806113,39.48379355,68.905472,,0.185769732,7.620293915,,,,0.755194463,6.96,2254.25,78297.34,3339.3,396.9,4416.64,1570.71
11/1/2002,1.802722641,154.1717459,,1.189364371,-0.666344067,19.28165211,38.73661859,61.520324,,0.164627422,5.816874773,,,,0.655946419,6.94,2254.25,78297.34,3338.5,396.9,4244.24,1570.71
10/1/2002,1.800214596,157.1948141,,1.235075524,-0.6809981,16.82769158,47.93171799,60.493052,,0.170689233,7.690442313,,,,0.734355108,7.2,2254.25,78297.34,3334.3,396.9,4132.24,1570.71
9/1/2002,1.920381875,163.4970941,,1.195081494,-0.776518065,16.83883465,61.38109009,64.48079,,0.181045526,7.702867616,,,,0.735828479,7.36,2254.25,78297.34,3331.7,396.9,4026.14,1570.71
8/1/2002,1.990350736,177.9619214,,1.227097039,-0.934629546,20.80582964,76.93596988,70.777688,,0.201698017,9.349811457,,,,0.976691474,7.58,2254.25,78297.34,3329.3,396.9,3974.14,1570.71
7/1/2002,2.004879625,181.0012672,,1.262246344,-0.997855366,25.19610429,76.39091381,70.420827,,0.19784703,9.503931721,,,,0.890454909,7.68,2254.25,78276.34,3329.3,396.9,3974.14,1570.71
6/1/2002,1.889006455,162.7362592,,1.15079916,-0.863077488,27.9571174,58.68629431,66.371896,,0.140379585,7.427937887,,,,1.126315348,7.45,2254.2,78276.34,3325.2,396.9,3974.14,1570.71
5/1/2002,1.791246864,149.6462263,,1.215874141,-0.538788249,26.37503874,43.20038035,63.032192,,0.128365976,7.766518695,,,,1.077640938,7.11,2254.2,78276.34,3324.2,396.9,3944.14,1570.71
4/1/2002,1.678803269,140.4979909,,1.114735173,-0.584771578,23.92924851,42.70053324,58.437062,,0.130858656,7.463228708,,,,1.024416954,6.95,2254.2,78276.34,3324.2,396.9,3918.94,1570.71
3/1/2002,1.869646047,149.7240271,,1.244968398,-0.684133104,20.73174426,43.87536951,63.040647,,0.160471623,7.826112406,,,,0.852101674,6.95,2254.2,78276.34,3321,396.9,3918.94,1570.71
2/1/2002,1.607039068,141.4298828,,1.132194965,-0.586187663,19.91173484,37.53311881,61.658274,,0.106793781,5.30040491,,,,0.713931685,6.97,2254.2,78276.34,3316.2,396.9,3918.94,1570.71
1/1/2002,1.889374366,162.5209514,,1.287482703,-0.750104863,21.4983305,40.82744539,70.925863,,0.201305077,6.264842524,,,,0.811401993,6.95,2254.2,78276.34,3316.2,396.9,3918.94,1570.71
12/1/2001,1.798390312,155.7114876,,1.190232254,-0.622574,19.07595642,40.14714325,67.430878,,0.059627914,6.081875587,,,,0.615659138,7.03,2217.01,77844.57,3267.07,391.6,3893.64,1648.1
11/1/2001,1.70246674,142.4727218,,1.157170806,-0.810802,15.21131209,37.49380064,62.341711,,0.046010035,5.52016707,,,,0.470448004,7.02,2217.01,77844.57,3262.87,391.6,3488.2,1648.1
10/1/2001,1.708049945,147.2183384,,1.161725909,-0.615247,15.02443955,49.14715716,60.460967,,0.044010952,6.081117258,,,,0.606829632,7.43,2217.01,77838.97,3262.87,391.6,3364.6,1648.1
9/1/2001,1.765402297,152.4498524,,1.139009865,-0.928405,15.00941921,53.01171011,63.378451,,0.04739387,6.925826156,,,,0.490231037,7.62,2217.01,77838.97,3262.87,391.6,3189.6,1648.1
8/1/2001,1.920940189,181.0525005,,1.16723864,-0.714613,18.59290331,70.69336212,68.389496,,0.057180459,13.77051916,,,,0.577207183,7.84,2217.01,77838.97,3243.12,391.6,3188.9,1648.1
7/1/2001,1.899598054,177.1415927,,1.178534338,-0.870786,17.83200897,65.5458604,69.16604,,0.058827882,10.58748083,,,,0.634990812,7.87,2217.01,77838.97,3241.12,391.6,3188.3,1648.1
6/1/2001,1.855208224,160.8878981,,1.087828858,-0.77365,20.42963418,50.85442196,68.023098,,0.051089415,11.41290682,,,,0.669634887,7.58,2217.01,77838.97,3241.12,391.6,2856.1,1648.1
5/1/2001,1.744683133,150.0432372,,1.071381905,-0.622526,18.87519393,44.2833214,61.512445,,0.050531594,9.933711387,,,,0.635029146,7.17,2217.01,77829.97,3236.22,391.4,2502.2,1648.1
4/1/2001,1.657999046,139.0337644,,1.094989526,-0.795915,17.72277762,39.41309552,56.003026,,0.043303159,10.41599567,,,,0.684693769,7.02,2217.01,77826.97,3236.22,391.4,2419.7,1648.1
3/1/2001,1.746259706,153.4520646,,1.190021674,-0.773345,20.13266005,37.45299003,62.140712,,0.045323264,11.20669951,,,,0.532119871,7.01,2217.01,77826.97,3236.22,391.4,2419.7,1648.1
2/1/2001,1.608151161,148.0592419,,1.073044349,-0.706956,17.2315649,31.63607938,61.272407,,0.042181341,9.816607841,,,,0.431242685,6.87,2217.01,77826.97,3236.22,391.4,2419.7,1648.1
1/1/2001,1.831071962,175.3034423,,1.229324991,-0.588626,18.61142516,35.26074065,68.707077,,0.040310821,17.39598112,,,,0.38925122,6.75,2217.01,77826.97,3227.52,391.4,2405.1,1648.1
